date,time,realp,reactivep,voltage,gt,sm1,sm2,sm3,realpkwh,reactivepkwh,sm1kwh,sm2kwh,sm3kwh,prediction
17/12/2006,1:39:00,1.67,0.13,242.21,7.2,0,24,0,0.0278,0.0022,0,0.024,0,0.0278
17/12/2006,1:40:00,3.214,0.118,241.92,14.6,0,26,0,0.0536,0.002,0,0.026,0,0.0536
17/12/2006,1:41:00,4.5,0,240.42,18.6,0,36,0,0.075,0,0,0.036,0,0.075
17/12/2006,1:42:00,3.8,0,241.78,15.8,0,26,0,0.0633,0,0,0.026,0,0.0633
17/12/2006,1:43:00,2.664,0,243.31,11.2,0,23,0,0.0444,0,0,0.023,0,0.0444
17/12/2006,1:44:00,2.528,0.122,242.92,10.4,0,37,0,0.0421,0.002,0,0.037,0,0.0421
17/12/2006,1:45:00,2.668,0.14,241.8,11.6,0,18,0,0.0445,0.0023,0,0.018,0,0.0445
17/12/2006,1:46:00,4.256,0.184,240.29,17.8,0,30,0,0.0709,0.0031,0,0.03,0,0.0709
17/12/2006,1:47:00,4.126,0.244,240.61,17.6,0,28,0,0.0688,0.0041,0,0.028,0,0.0688
17/12/2006,1:48:00,3.216,0.27,242.14,15,0,31,0,0.0536,0.0045,0,0.031,0,0.0536
17/12/2006,1:49:00,0.574,0.302,243.88,2.6,0,5,0,0.0096,0.005,0,0.005,0,0.0096
17/12/2006,1:50:00,2.344,0.272,241.49,10.8,0,16,0,0.0391,0.0045,0,0.016,0,0.0391
17/12/2006,1:51:00,3.804,0.244,240.34,16.2,0,23,0,0.0634,0.0041,0,0.023,0,0.0634
17/12/2006,1:52:00,4.622,0.24,239.59,19.2,0,37,0,0.077,0.004,0,0.037,0,0.077
17/12/2006,1:53:00,3.218,0.25,240.38,13.8,0,16,0,0.0536,0.0042,0,0.016,0,0.0536
17/12/2006,1:54:00,0.774,0.294,242.43,4.2,0,5,0,0.0129,0.0049,0,0.005,0,0.0129
17/12/2006,1:55:00,0.572,0.3,243.55,2.6,0,5,0,0.0095,0.005,0,0.005,0,0.0095
17/12/2006,1:56:00,1.952,0.282,242.33,9,0,5,0,0.0325,0.0047,0,0.005,0,0.0325
17/12/2006,1:57:00,2.608,0.188,241.86,10.8,0,4,0,0.0435,0.0031,0,0.004,0,0.0435
17/12/2006,1:58:00,2.6,0.134,242.14,10.6,0,5,0,0.0433,0.0022,0,0.005,0,0.0433
17/12/2006,1:59:00,2.568,0.132,241.97,10.6,0,5,0,0.0428,0.0022,0,0.005,0,0.0428
17/12/2006,2:00:00,1.334,0.148,242.14,7,0,5,0,0.0222,0.0025,0,0.005,0,0.0222
17/12/2006,2:01:00,0.362,0.124,244.33,1.6,0,3,0,0.006,0.0021,0,0.003,0,0.0222
17/12/2006,2:02:00,1.238,0.1,245.86,6.6,0,1,0,0.0206,0.0017,0,0.001,0,0.0222
17/12/2006,2:03:00,2.448,0.088,244.84,10,0,2,0,0.0408,0.0015,0,0.002,0,0.0222
17/12/2006,2:04:00,2.426,0.082,244.83,9.8,0,1,0,0.0404,0.0014,0,0.001,0,0.0222
17/12/2006,2:05:00,1.794,0.098,245.8,8.4,0,2,0,0.0299,0.0016,0,0.002,0,0.0222
17/12/2006,2:06:00,0.288,0.118,247.65,1.2,0,1,0,0.0048,0.002,0,0.001,0,0.0222
17/12/2006,2:07:00,0.608,0.12,247.49,3.8,0,1,0,0.0101,0.002,0,0.001,0,0.0222
17/12/2006,2:08:00,2.426,0.082,244.73,9.8,0,2,0,0.0404,0.0014,0,0.002,0,0.0222
17/12/2006,2:09:00,2.442,0.088,244.9,10,0,1,0,0.0407,0.0015,0,0.001,0,0.0222
17/12/2006,2:10:00,2.428,0.084,244.77,9.8,0,1,0,0.0405,0.0014,0,0.001,0,0.0222
17/12/2006,2:11:00,0.674,0.116,247.47,4.4,0,2,0,0.0112,0.0019,0,0.002,0,0.0222
17/12/2006,2:12:00,0.306,0.128,248.48,1.4,0,1,0,0.0051,0.0021,0,0.001,0,0.0222
17/12/2006,2:13:00,2.09,0.094,247.01,9,0,2,0,0.0348,0.0016,0,0.002,0,0.0222
17/12/2006,2:14:00,2.508,0.134,246.12,10.2,0,1,0,0.0418,0.0022,0,0.001,0,0.0222
17/12/2006,2:15:00,2.228,0.126,246.32,9.4,0,1,0,0.0371,0.0021,0,0.001,0,0.0222
17/12/2006,2:16:00,0.308,0.108,248.01,1.4,0,0,0,0.0051,0.0018,0,0,0,0.0222
17/12/2006,2:17:00,0.29,0.102,248.2,1.2,0,0,0,0.0048,0.0017,0,0,0,0.0048
17/12/2006,2:18:00,2.442,0.072,245.61,10,0,1,0,0.0407,0.0012,0,0.001,0,0.0407
17/12/2006,2:19:00,2.514,0.156,245.29,10.2,0,0,0,0.0419,0.0026,0,0,0,0.0419
17/12/2006,2:20:00,2.506,0.202,243.75,10.2,0,0,0,0.0418,0.0034,0,0,0,0.0418
17/12/2006,2:21:00,0.388,0.234,246.17,1.8,0,0,0,0.0065,0.0039,0,0,0,0.0065
17/12/2006,2:22:00,0.538,0.242,246.94,3.2,0,0,0,0.009,0.004,0,0,0,0.009
17/12/2006,2:23:00,2.496,0.142,245.35,10.2,0,0,0,0.0416,0.0024,0,0,0,0.0416
17/12/2006,2:24:00,2.47,0.1,244.97,10,0,1,0,0.0412,0.0017,0,0.001,0,0.0412
17/12/2006,2:25:00,2.448,0.096,244.97,10,0,0,0,0.0408,0.0016,0,0,0,0.0408
17/12/2006,2:26:00,0.82,0.126,246.17,5,0,0,0,0.0137,0.0021,0,0,0,0.0137
17/12/2006,2:27:00,0.308,0.13,247.3,1.4,0,0,0,0.0051,0.0022,0,0,0,0.0051
17/12/2006,2:28:00,2.45,0.102,244.96,10,0,0,0,0.0408,0.0017,0,0,0,0.0408
17/12/2006,2:29:00,2.432,0.092,244.2,9.8,0,0,0,0.0405,0.0015,0,0,0,0.0405
17/12/2006,2:30:00,2.444,0.098,243.93,10,0,0,0,0.0407,0.0016,0,0,0,0.0407
17/12/2006,2:31:00,1.97,0.1,244.35,8.8,0,0,0,0.0328,0.0017,0,0,0,0.0328
17/12/2006,2:32:00,0.256,0,246.64,1.2,0,1,0,0.0043,0,0,0.001,0,0.0043
17/12/2006,2:33:00,0.508,0,246.7,3.6,0,0,0,0.0085,0,0,0,0,0.0085
17/12/2006,2:34:00,2.37,0,244.7,9.6,0,0,0,0.0395,0,0,0,0,0.0395
17/12/2006,2:35:00,2.352,0,245.05,9.6,0,0,0,0.0392,0,0,0,0,0.0392
17/12/2006,2:36:00,2.14,0,246.52,9,0,0,0,0.0357,0,0,0,0,0.0357
17/12/2006,2:37:00,0.212,0,248.94,0.8,0,0,0,0.0035,0,0,0,0,0.0035
17/12/2006,2:38:00,0.992,0,247.33,5.8,0,1,0,0.0165,0,0,0.001,0,0.0165
17/12/2006,2:39:00,2.362,0,245.39,9.6,0,0,0,0.0394,0,0,0,0,0.0394
17/12/2006,2:40:00,2.384,0,245.71,9.6,0,0,0,0.0397,0,0,0,0,0.0397
17/12/2006,2:41:00,1.928,0,246.1,8.4,0,0,0,0.0321,0,0,0,0,0.0321
17/12/2006,2:42:00,0.218,0,249.37,1,0,0,0,0.0036,0,0,0,0,0.0036
17/12/2006,2:43:00,0.656,0,249.07,4.4,0,1,0,0.0109,0,0,0.001,0,0.0109
17/12/2006,2:44:00,2.398,0,247.31,9.6,0,0,0,0.04,0,0,0,0,0.04
17/12/2006,2:45:00,2.412,0,247.26,9.6,0,0,0,0.0402,0,0,0,0,0.0402
17/12/2006,2:46:00,1.672,0,245.95,7.8,0,0,0,0.0279,0,0,0,0,0.0279
17/12/2006,2:47:00,0.226,0,246.16,1,0,0,0,0.0038,0,0,0,0,0.0038
17/12/2006,2:48:00,1.632,0,244.51,7.8,0,0,0,0.0272,0,0,0,0,0.0272
17/12/2006,2:49:00,2.352,0,243.91,9.6,0,1,0,0.0392,0,0,0.001,0,0.0392
17/12/2006,2:50:00,2.328,0.046,243.68,9.4,0,0,0,0.0388,0.0008,0,0,0,0.0388
17/12/2006,2:51:00,0.732,0,244.57,4.6,0,0,0,0.0122,0,0,0,0,0.0122
17/12/2006,2:52:00,0.206,0,245.98,0.8,0,0,0,0.0034,0,0,0,0,0.0034
17/12/2006,2:53:00,2.332,0,244.32,9.6,0,0,0,0.0389,0,0,0,0,0.0389
17/12/2006,2:54:00,2.39,0,244.51,9.8,0,0,0,0.0398,0,0,0,0,0.0398
17/12/2006,2:55:00,2.476,0.1,244.84,10,0,1,0,0.0413,0.0017,0,0.001,0,0.0413
17/12/2006,2:56:00,0.604,0.126,247.15,3.8,0,0,0,0.0101,0.0021,0,0,0,0.0101
17/12/2006,2:57:00,0.38,0.178,246.59,1.8,0,0,0,0.0063,0.003,0,0,0,0.0063
17/12/2006,2:58:00,1.774,0.21,244.52,8.4,0,0,0,0.0296,0.0035,0,0,0,0.0296
17/12/2006,2:59:00,2.52,0.202,243.43,10.4,0,0,0,0.042,0.0034,0,0,0,0.042
17/12/2006,3:00:00,2.542,0.214,244.06,10.4,0,0,0,0.0424,0.0036,0,0,0,0.0424
17/12/2006,3:01:00,2.228,0.294,245.05,9.8,0,4,0,0.0371,0.0049,0,0.004,0,0.0371
17/12/2006,3:02:00,0.59,0.316,247.12,2.6,0,4,0,0.0098,0.0053,0,0.004,0,0.0098
17/12/2006,3:03:00,1.354,0.316,246.86,7,0,3,0,0.0226,0.0053,0,0.003,0,0.0226
17/12/2006,3:04:00,2.734,0.28,245.41,11.2,0,4,0,0.0456,0.0047,0,0.004,0,0.0456
17/12/2006,3:05:00,2.734,0.288,245.27,11.2,0,3,0,0.0456,0.0048,0,0.003,0,0.0456
17/12/2006,3:06:00,2.002,0.214,245.79,9,0,4,0,0.0334,0.0036,0,0.004,0,0.0334
17/12/2006,3:07:00,0.472,0.144,247.11,2,0,3,0,0.0079,0.0024,0,0.003,0,0.0079
17/12/2006,3:08:00,0.876,0,244.7,5,0,4,0,0.0146,0,0,0.004,0,0.0146
17/12/2006,3:09:00,2.324,0.046,243.24,9.4,0,0,0,0.0387,0.0008,0,0,0,0.0387
17/12/2006,3:10:00,2.342,0,243.46,9.6,0,0,0,0.039,0,0,0,0,0.039
17/12/2006,3:11:00,2.326,0.046,243.57,9.4,0,0,0,0.0388,0.0008,0,0,0,0.0388
17/12/2006,3:12:00,0.302,0,246.19,2,0,0,0,0.005,0,0,0,0,0.005
17/12/2006,3:13:00,0.208,0,247.17,0.8,0,0,0,0.0035,0,0,0,0,0.0035
17/12/2006,3:14:00,2.022,0,245.69,8.8,0,0,0,0.0337,0,0,0,0,0.0337
17/12/2006,3:15:00,2.356,0,245.08,9.6,0,0,0,0.0393,0,0,0,0,0.0393
17/12/2006,3:16:00,2.346,0,243.7,9.6,0,1,0,0.0391,0,0,0.001,0,0.0391
17/12/2006,3:17:00,2.24,0,243.92,9.2,0,0,0,0.0373,0,0,0,0,0.0373
17/12/2006,3:18:00,0.224,0,245.54,1,0,0,0,0.0037,0,0,0,0,0.0037
17/12/2006,3:19:00,0.424,0,244.88,3.2,0,0,0,0.0071,0,0,0,0,0.0071
17/12/2006,3:20:00,2.344,0,243.27,9.6,0,0,0,0.0391,0,0,0,0,0.0391
17/12/2006,3:21:00,2.308,0.048,242.65,9.4,0,0,0,0.0385,0.0008,0,0,0,0.0385
17/12/2006,3:22:00,2.338,0,243.29,9.6,0,1,0,0.039,0,0,0.001,0,0.039
17/12/2006,3:23:00,1.48,0,243.73,7.4,0,0,0,0.0247,0,0,0,0,0.0247
17/12/2006,3:24:00,0.222,0,245.29,1,0,0,0,0.0037,0,0,0,0,0.0037
17/12/2006,3:25:00,0.82,0,245.38,5.2,0,0,0,0.0137,0,0,0,0,0.0137
17/12/2006,3:26:00,2.352,0,243.84,9.6,0,0,0,0.0392,0,0,0,0,0.0392
17/12/2006,3:27:00,2.312,0.048,242.8,9.4,0,0,0,0.0385,0.0008,0,0,0,0.0385
17/12/2006,3:28:00,2.324,0,242.52,9.6,0,1,0,0.0387,0,0,0.001,0,0.0387
17/12/2006,3:29:00,0.232,0,244.9,1.4,0,0,0,0.0039,0,0,0,0,0.0039
17/12/2006,3:30:00,0.342,0.12,244.81,1.6,0,0,0,0.0057,0.002,0,0,0,0.0057
17/12/2006,3:31:00,1.94,0.098,243.8,8.8,0,0,0,0.0323,0.0016,0,0,0,0.0323
17/12/2006,3:32:00,2.456,0.098,244.03,10,0,0,0,0.0409,0.0016,0,0,0,0.0409
17/12/2006,3:33:00,2.448,0.096,244.73,10,0,0,0,0.0408,0.0016,0,0,0,0.0408
17/12/2006,3:34:00,1.838,0.108,244.66,8.4,0,1,0,0.0306,0.0018,0,0.001,0,0.0306
17/12/2006,3:35:00,0.32,0.13,246.4,1.4,0,0,0,0.0053,0.0022,0,0,0,0.0053
17/12/2006,3:36:00,1.154,0.116,245.5,6.4,0,0,0,0.0192,0.0019,0,0,0,0.0192
17/12/2006,3:37:00,2.442,0.096,243.49,10,0,0,0,0.0407,0.0016,0,0,0,0.0407
17/12/2006,3:38:00,2.41,0.09,243.08,9.8,0,0,0,0.0402,0.0015,0,0,0,0.0402
17/12/2006,3:39:00,2.282,0.096,243.17,9.6,0,0,0,0.038,0.0016,0,0,0,0.038
17/12/2006,3:40:00,0.32,0.126,244.44,1.6,0,0,0,0.0053,0.0021,0,0,0,0.0053
17/12/2006,3:41:00,0.812,0.224,244.05,4.8,0,1,0,0.0135,0.0037,0,0.001,0,0.0135
17/12/2006,3:42:00,2.446,0.138,242.72,10,0,0,0,0.0408,0.0023,0,0,0,0.0408
17/12/2006,3:43:00,2.426,0.066,243.81,9.8,0,0,0,0.0404,0.0011,0,0,0,0.0408
17/12/2006,3:44:00,2.41,0.062,244.12,9.8,0,0,0,0.0402,0.001,0,0,0,0.0408
17/12/2006,3:45:00,0.436,0.096,245.64,2.8,0,0,0,0.0073,0.0016,0,0,0,0.0408
17/12/2006,3:46:00,0.492,0.088,245.18,3.2,0,0,0,0.0082,0.0015,0,0,0,0.0408
17/12/2006,3:47:00,2.424,0.064,243.7,9.8,0,1,0,0.0404,0.0011,0,0.001,0,0.0408
17/12/2006,3:48:00,2.392,0.058,243.41,9.8,0,0,0,0.0399,0.001,0,0,0,0.0408
17/12/2006,3:49:00,2.382,0,243.42,9.8,0,0,0,0.0397,0,0,0,0,0.0408
17/12/2006,3:50:00,0.754,0,245.53,4.8,0,0,0,0.0126,0,0,0,0,0.0408
17/12/2006,3:51:00,0.412,0,246.54,3,0,0,0,0.0069,0,0,0,0,0.0408
17/12/2006,3:52:00,2.354,0,244.63,9.6,0,0,0,0.0392,0,0,0,0,0.0408
17/12/2006,3:53:00,2.412,0,244.59,9.8,0,1,0,0.0402,0,0,0.001,0,0.0408
17/12/2006,3:54:00,2.426,0.082,244.42,9.8,0,2,0,0.0404,0.0014,0,0.002,0,0.0408
17/12/2006,3:55:00,1.384,0.1,244.64,7.2,0,2,0,0.0231,0.0017,0,0.002,0,0.0408
17/12/2006,3:56:00,0.292,0.11,245.31,1.2,0,1,0,0.0049,0.0018,0,0.001,0,0.0408
17/12/2006,3:57:00,1.33,0.098,243.78,7,0,2,0,0.0222,0.0016,0,0.002,0,0.0408
17/12/2006,3:58:00,2.396,0.076,242.57,9.8,0,1,0,0.0399,0.0013,0,0.001,0,0.0408
17/12/2006,3:59:00,2.422,0.082,243.16,9.8,0,2,0,0.0404,0.0014,0,0.002,0,0.0408
17/12/2006,4:00:00,2.402,0.076,243.18,9.8,0,1,0,0.04,0.0013,0,0.001,0,0.0408
17/12/2006,4:01:00,0.43,0.112,245.02,2.6,0,2,0,0.0072,0.0019,0,0.002,0,0.0408
17/12/2006,4:02:00,0.666,0.104,244.9,4.2,0,2,0,0.0111,0.0017,0,0.002,0,0.0408
17/12/2006,4:03:00,2.42,0.08,242.77,9.8,0,1,0,0.0403,0.0013,0,0.001,0,0.0408
17/12/2006,4:04:00,2.39,0.074,242.47,9.8,0,2,0,0.0398,0.0012,0,0.002,0,0.0408
17/12/2006,4:05:00,2.446,0.12,242.14,10,0,1,0,0.0408,0.002,0,0.001,0,0.0408
17/12/2006,4:06:00,0.978,0.248,245.15,5.6,0,2,0,0.0163,0.0041,0,0.002,0,0.0163
17/12/2006,4:07:00,0.4,0.254,245.86,1.8,0,1,0,0.0067,0.0042,0,0.001,0,0.0067
17/12/2006,4:08:00,2.432,0.222,243.47,10.2,0,2,0,0.0405,0.0037,0,0.002,0,0.0405
17/12/2006,4:09:00,2.5,0.214,243.36,10.2,0,1,0,0.0417,0.0036,0,0.001,0,0.0417
17/12/2006,4:10:00,2.52,0.22,243.54,10.4,0,2,0,0.042,0.0037,0,0.002,0,0.042
17/12/2006,4:11:00,0.788,0.246,245.68,4.8,0,1,0,0.0131,0.0041,0,0.001,0,0.0131
17/12/2006,4:12:00,0.402,0.256,245.69,2,0,2,0,0.0067,0.0043,0,0.002,0,0.0067
17/12/2006,4:13:00,2.238,0.216,243.21,9.6,0,1,0,0.0373,0.0036,0,0.001,0,0.0373
17/12/2006,4:14:00,2.512,0.22,243.49,10.2,0,2,0,0.0419,0.0037,0,0.002,0,0.0419
17/12/2006,4:15:00,2.486,0.212,243.2,10.2,0,1,0,0.0414,0.0035,0,0.001,0,0.0414
17/12/2006,4:16:00,1.936,0.23,244.12,8.8,0,1,0,0.0323,0.0038,0,0.001,0,0.0323
17/12/2006,4:17:00,0.376,0.256,246.45,1.8,0,2,0,0.0063,0.0043,0,0.002,0,0.0063
17/12/2006,4:18:00,0.908,0.078,245.71,5.2,0,1,0,0.0151,0.0013,0,0.001,0,0.0151
17/12/2006,4:19:00,2.336,0.046,243.86,9.4,0,0,0,0.0389,0.0008,0,0,0,0.0389
17/12/2006,4:20:00,2.346,0,243.5,9.6,0,0,0,0.0391,0,0,0,0,0.0391
17/12/2006,4:21:00,2.328,0.046,243.62,9.4,0,0,0,0.0388,0.0008,0,0,0,0.0388
17/12/2006,4:22:00,1.708,0,243.73,8,0,0,0,0.0285,0,0,0,0,0.0285
17/12/2006,4:23:00,0.206,0,245.17,0.8,0,0,0,0.0034,0,0,0,0,0.0034
17/12/2006,4:24:00,0.516,0,245.13,3.6,0,1,0,0.0086,0,0,0.001,0,0.0086
17/12/2006,4:25:00,2.426,0.06,243.67,9.8,0,0,0,0.0404,0.001,0,0,0,0.0404
17/12/2006,4:26:00,2.43,0.066,244,9.8,0,0,0,0.0405,0.0011,0,0,0,0.0405
17/12/2006,4:27:00,2.424,0.06,243.6,9.8,0,0,0,0.0404,0.001,0,0,0,0.0404
17/12/2006,4:28:00,2.306,0.064,242.93,9.6,0,0,0,0.0384,0.0011,0,0,0,0.0384
17/12/2006,4:29:00,0.288,0.088,245.08,1.2,0,0,0,0.0048,0.0015,0,0,0,0.0048
17/12/2006,4:30:00,0.756,0.092,245.69,3.8,0,0,5,0.0126,0.0015,0,0,0.005,0.0126
17/12/2006,4:31:00,3.498,0.05,242.83,14.4,0,0,19,0.0583,0.0008,0,0,0.019,0.0583
17/12/2006,4:32:00,3.522,0.054,242.92,14.4,0,1,18,0.0587,0.0009,0,0.001,0.018,0.0587
17/12/2006,4:33:00,3.46,0,243.03,14.2,0,0,19,0.0577,0,0,0,0.019,0.0577
17/12/2006,4:34:00,3.434,0.05,242.95,14,0,0,18,0.0572,0.0008,0,0,0.018,0.0572
17/12/2006,4:35:00,1.646,0,245.6,7.4,0,0,19,0.0274,0,0,0,0.019,0.0274
17/12/2006,4:36:00,1.336,0,245.94,5.4,0,0,18,0.0223,0,0,0,0.018,0.0223
17/12/2006,4:37:00,2.874,0,244.16,12.4,0,1,18,0.0479,0,0,0.001,0.018,0.0479
17/12/2006,4:38:00,3.41,0.056,243.04,14,0,0,19,0.0568,0.0009,0,0,0.019,0.0568
17/12/2006,4:39:00,3.412,0.052,242.49,14,0,0,18,0.0569,0.0009,0,0,0.018,0.0569
17/12/2006,4:40:00,3.386,0.056,242.22,13.8,0,0,18,0.0564,0.0009,0,0,0.018,0.0564
17/12/2006,4:41:00,1.844,0.048,244.07,8.2,0,0,18,0.0307,0.0008,0,0,0.018,0.0307
17/12/2006,4:42:00,1.414,0.106,244.55,5.8,0,0,18,0.0236,0.0018,0,0,0.018,0.0236
17/12/2006,4:43:00,3.352,0.086,242.89,14,0,1,18,0.0559,0.0014,0,0.001,0.018,0.0559
17/12/2006,4:44:00,3.5,0.08,242.65,14.4,0,0,18,0.0583,0.0013,0,0,0.018,0.0583
17/12/2006,4:45:00,3.516,0.084,242.63,14.4,0,0,18,0.0586,0.0014,0,0,0.018,0.0586
17/12/2006,4:46:00,3.174,0.084,243.15,13.4,0,0,18,0.0529,0.0014,0,0,0.018,0.0529
17/12/2006,4:47:00,1.428,0.114,245.1,5.8,0,0,19,0.0238,0.0019,0,0,0.019,0.0238
17/12/2006,4:48:00,1.994,0.1,244.15,9,0,0,18,0.0332,0.0017,0,0,0.018,0.0332
17/12/2006,4:49:00,3.492,0.082,241.83,14.4,0,1,18,0.0582,0.0014,0,0.001,0.018,0.0582
17/12/2006,4:50:00,3.46,0.076,241.53,14.2,0,0,18,0.0577,0.0013,0,0,0.018,0.0577
17/12/2006,4:51:00,3.492,0.082,242.06,14.4,0,0,18,0.0582,0.0014,0,0,0.018,0.0582
17/12/2006,4:52:00,3.482,0.08,242.39,14.2,0,0,18,0.058,0.0013,0,0,0.018,0.058
17/12/2006,4:53:00,1.492,0.104,245.95,6.2,0,0,18,0.0249,0.0017,0,0,0.018,0.0249
17/12/2006,4:54:00,1.326,0,246.55,5.4,0,0,19,0.0221,0,0,0,0.019,0.0221
17/12/2006,4:55:00,3.282,0.046,243.76,13.6,0,1,18,0.0547,0.0008,0,0.001,0.018,0.0547
17/12/2006,4:56:00,3.422,0.054,243.58,14,0,0,18,0.057,0.0009,0,0,0.018,0.057
17/12/2006,4:57:00,3.424,0.05,242.95,14,0,0,18,0.0571,0.0008,0,0,0.018,0.0571
17/12/2006,4:58:00,3.254,0.054,242.7,13.4,0,0,18,0.0542,0.0009,0,0,0.018,0.0542
17/12/2006,4:59:00,1.32,0,244.27,5.4,0,0,18,0.022,0,0,0,0.018,0.022
17/12/2006,5:00:00,2.294,0,243.14,10.4,0,0,19,0.0382,0,0,0,0.019,0.0382
17/12/2006,5:01:00,3.4,0.052,242.01,14,0,0,17,0.0567,0.0009,0,0,0.017,0.0567
17/12/2006,5:02:00,3.402,0.056,242.73,14,0,0,18,0.0567,0.0009,0,0,0.018,0.0567
17/12/2006,5:03:00,3.418,0.05,242.7,14,0,1,18,0.057,0.0008,0,0.001,0.018,0.057
17/12/2006,5:04:00,2.994,0.05,243.77,12.6,0,0,19,0.0499,0.0008,0,0,0.019,0.0499
17/12/2006,5:05:00,1.326,0,244.66,5.4,0,0,18,0.0221,0,0,0,0.018,0.0221
17/12/2006,5:06:00,2.02,0,243.62,9.2,0,0,18,0.0337,0,0,0,0.018,0.0337
17/12/2006,5:07:00,3.378,0.056,241.41,14,0,0,18,0.0563,0.0009,0,0,0.018,0.0563
17/12/2006,5:08:00,3.372,0.054,240.91,14,0,1,18,0.0562,0.0009,0,0.001,0.018,0.0562
17/12/2006,5:09:00,3.374,0.046,240.82,14,0,0,17,0.0562,0.0008,0,0,0.017,0.0562
17/12/2006,5:10:00,3.426,0.046,240.23,14.2,0,0,18,0.0571,0.0008,0,0,0.018,0.0571
17/12/2006,5:11:00,1.462,0.066,242.12,6.2,0,0,18,0.0244,0.0011,0,0,0.018,0.0244
17/12/2006,5:12:00,1.834,0.07,242.93,8.4,0,0,18,0.0306,0.0012,0,0,0.018,0.0306
17/12/2006,5:13:00,3.462,0.046,242.13,14.2,0,0,18,0.0577,0.0008,0,0,0.018,0.0577
17/12/2006,5:14:00,3.486,0.054,242.49,14.2,0,1,18,0.0581,0.0009,0,0.001,0.018,0.0581
17/12/2006,5:15:00,2.91,0.056,243.69,12,0,0,9,0.0485,0.0009,0,0,0.009,0.0485
17/12/2006,5:16:00,0.936,0.09,245.93,5.4,0,0,0,0.0156,0.0015,0,0,0,0.0156
17/12/2006,5:17:00,0.338,0.152,246.45,1.6,0,0,0,0.0056,0.0025,0,0,0,0.0056
17/12/2006,5:18:00,1.926,0.136,244.33,8.8,0,0,0,0.0321,0.0023,0,0,0,0.0321
17/12/2006,5:19:00,2.42,0.088,242.87,9.8,0,0,0,0.0403,0.0015,0,0,0,0.0403
17/12/2006,5:20:00,2.438,0.094,243.06,10,0,1,0,0.0406,0.0016,0,0.001,0,0.0406
17/12/2006,5:21:00,2.43,0.092,243.67,9.8,0,0,0,0.0405,0.0015,0,0,0,0.0405
17/12/2006,5:22:00,2.454,0.098,244.05,10,0,0,0,0.0409,0.0016,0,0,0,0.0409
17/12/2006,5:23:00,0.424,0.126,246.26,2.6,0,0,0,0.0071,0.0021,0,0,0,0.0071
17/12/2006,5:24:00,0.716,0.128,246.23,4.4,0,0,0,0.0119,0.0021,0,0,0,0.0119
17/12/2006,5:25:00,2.462,0.098,245.16,10,0,0,0,0.041,0.0016,0,0,0,0.041
17/12/2006,5:26:00,2.46,0.1,244.25,10,0,1,0,0.041,0.0017,0,0.001,0,0.041
17/12/2006,5:27:00,2.418,0.09,243.19,9.8,0,0,0,0.0403,0.0015,0,0,0,0.0403
17/12/2006,5:28:00,1,0.112,243.77,5.8,0,0,0,0.0167,0.0019,0,0,0,0.0167
17/12/2006,5:29:00,0.298,0.118,244.73,1.2,0,0,0,0.005,0.002,0,0,0,0.005
17/12/2006,5:30:00,1.65,0,243.03,7.8,0,0,0,0.0275,0,0,0,0,0.0275
17/12/2006,5:31:00,2.31,0.048,242.67,9.4,0,0,0,0.0385,0.0008,0,0,0,0.0385
17/12/2006,5:32:00,2.332,0,242.87,9.6,0,1,0,0.0389,0,0,0.001,0,0.0389
17/12/2006,5:33:00,2.242,0.046,243.03,9.2,0,0,0,0.0374,0.0008,0,0,0,0.0374
17/12/2006,5:34:00,0.224,0,244.96,1,0,0,0,0.0037,0,0,0,0,0.0374
17/12/2006,5:35:00,0.752,0,244.5,4.8,0,0,0,0.0125,0,0,0,0,0.0374
17/12/2006,5:36:00,2.33,0,242.56,9.6,0,0,0,0.0388,0,0,0,0,0.0374
17/12/2006,5:37:00,2.322,0,242.61,9.4,0,0,0,0.0387,0,0,0,0,0.0374
17/12/2006,5:38:00,2.312,0.048,242.19,9.4,0,0,0,0.0385,0.0008,0,0,0,0.0374
17/12/2006,5:39:00,0.76,0,243.74,4.8,0,1,0,0.0127,0,0,0.001,0,0.0374
17/12/2006,5:40:00,0.364,0,244.4,2.6,0,0,0,0.0061,0,0,0,0,0.0374
17/12/2006,5:41:00,2.336,0,242.39,9.6,0,0,0,0.0389,0,0,0,0,0.0374
17/12/2006,5:42:00,2.312,0.048,242.51,9.4,0,0,0,0.0385,0.0008,0,0,0,0.0374
17/12/2006,5:43:00,2.332,0,242.61,9.6,0,0,0,0.0389,0,0,0,0,0.0374
17/12/2006,5:44:00,0.856,0,243.82,5.2,0,0,0,0.0143,0,0,0,0,0.0374
17/12/2006,5:45:00,0.864,0,243.55,5.4,0,1,0,0.0144,0,0,0.001,0,0.0374
17/12/2006,5:46:00,2.302,0.05,242.22,9.4,0,0,0,0.0384,0.0008,0,0,0,0.0374
17/12/2006,5:47:00,2.324,0,242.6,9.6,0,0,0,0.0387,0,0,0,0,0.0374
17/12/2006,5:48:00,1.852,0,243.74,8.4,0,0,0,0.0309,0,0,0,0,0.0374
17/12/2006,5:49:00,0.226,0,247.08,1,0,0,0,0.0038,0,0,0,0,0.0374
17/12/2006,5:50:00,2.184,0,244.99,9.2,0,0,0,0.0364,0,0,0,0,0.0374
17/12/2006,5:51:00,2.38,0,245.62,9.6,0,1,0,0.0397,0,0,0.001,0,0.0374
